    1E-3               99.8839856E-9    
    1.7378008E-3       54.8107264E-9    
    3.0199517E-3       30.0932216E-9    
    5.2480746E-3       16.5325992E-9    
    9.1201083E-3        9.0870792E-9    
   15.8489319E-3        4.9917421E-9    
   27.542287E-3         2.7287221E-9    
   47.8630092E-3        1.4641480E-9    
   83.1763771E-3      744.978584E-12     
  144.543977E-3       341.955665E-12     
  251.188643E-3       144.750983E-12     
  436.515832E-3        66.9182057E-12    
  758.577575E-3        38.6783968E-12    
    1.3182567        27.4052991E-12    
    2.2908676        22.3136943E-12    
    3.9810717        19.9391045E-12    
    6.9183097        19.0218619E-12    
   12.0226443        19.0939381E-12    
   20.8929613        20.0770957E-12    
   36.3078055        22.1786551E-12    
   63.0957344        25.9009657E-12    
  109.64782          32.0847595E-12    
  190.546072         41.7908408E-12    
  331.131121         55.2694068E-12    
  575.439937         68.4284845E-12    
    1E3               70.0605405E-12    
    1.7378008E3       55.2237545E-12    
    3.0199517E3       35.708858E-12     
    5.2480746E3       21.1073103E-12    
    9.1201083E3       12.2212217E-12    
   15.8489319E3        7.1805935E-12    
   27.542287E3         4.3808723E-12    
   47.8630092E3        2.8317324E-12    
   83.1763771E3        1.9690469E-12    
  144.543977E3         1.4731537E-12    
  251.188643E3         1.1509535E-12    
  436.515832E3       868.722735E-15     
  758.577575E3       557.530178E-15     
    1.3182567E6      276.124394E-15     
    2.2908676E6      109.535267E-15     
    3.9810717E6       38.6328797E-15    
    6.9183097E6       12.9806913E-15    
   12.0226443E6        4.2550753E-15    
   20.8929613E6        1.3523315E-15    
   36.3078055E6      405.658887E-18     
   63.0957344E6      114.290126E-18     
  109.64782E6         34.22041E-18      
  190.546072E6        14.5715468E-18    
  331.131121E6         9.8438858E-18    
  575.439937E6         6.6489058E-18    
    1E9                1.6394555E-18    
