#sum = 1179, event 124 l= 661 600umCEE_1000e_1m_noisepsd.dat Xe136HPG0nbb-04-04-30_p1.root
0 -0.000865598 0
0 -0.00252964 -3.32842e-05
0 -0.000304883 -2.20721e-05
0 0.000583488 6.91027e-06
0 0.000282867 2.98826e-05
0 -2.82265e-05 4.66347e-05
0 -0.00124844 3.89816e-05
0 -0.00128979 3.05007e-05
0 -0.00291865 -1.05615e-05
0 -0.0033943 -6.11416e-05
0 -0.000903003 -6.18959e-05
0 -0.00120076 -6.86059e-05
0 -0.00222019 -9.57073e-05
0 -0.00245227 -0.000127454
0 -8.01268e-05 -0.000111755
0 -0.00159605 -0.000126377
0 -0.00218711 -0.000152822
0 -0.000220898 -0.000139942
0 -0.00012646 -0.000125172
0 -0.000186231 -0.000111596
0 -0.00148383 -0.000123973
0 -0.00118918 -0.000130458
0 0.00126356 -8.78834e-05
0 -0.00029721 -7.65233e-05
0 -0.00112648 -8.1749e-05
0 0.00120283 -4.03846e-05
0 0.000915897 -4.75515e-06
0 0.0017131 4.68234e-05
0 -0.000620215 5.17363e-05
0 0.000170318 7.24618e-05
0 -0.00094668 7.08473e-05
0 -0.000187399 8.44197e-05
0 -0.0021461 5.88157e-05
0 -0.00314712 1.31866e-05
0 -0.000137897 2.77434e-05
0 4.36832e-05 4.59336e-05
0 -0.000839953 4.64511e-05
0 0.000836037 8.04919e-05
0 -0.00024167 9.29797e-05
0 -0.00172316 7.5836e-05
0 -0.00187458 5.5662e-05
0 -0.000518112 6.2618e-05
0 -0.00118521 5.62314e-05
0 -0.000746142 5.86264e-05
0 0.00131616 0.000102272
0 0.00120472 0.000143692
0 -0.000831153 0.000144396
0 -0.000999119 0.000141739
0 -0.00105133 0.000138039
0 -0.0002015 0.000151336
0 0.00189629 0.000206594
0 0.000918319 0.000275581
0 -0.000397728 0.000273751
0 0.00154169 0.000292945
0 0.000866864 0.000304655
0 0.000864477 0.000322541
0 0.000236665 0.000352279
0 -0.00235357 0.000331036
1 -0.00282636 0.000332916
0 -0.00136834 0.000373472
1 -0.000712845 0.000377313
1 -0.00131215 0.000375122
2 -0.00119409 0.000395684
1 -0.00281711 0.000388426
3 -0.00246943 0.000340674
2 -0.00331212 0.000306383
3 -0.0022965 0.000304226
5 -0.00223899 0.00026389
1 -0.00216341 0.000223173
7 -0.0012639 0.00020164
5 -0.000575396 0.000219831
5 -0.00163073 0.000211021
8 -0.00249417 0.00013588
10 -0.00134344 0.000114966
8 -0.00172368 0.000103033
15 -0.00394546 6.7022e-08
15 -0.00124949 -4.32451e-05
21 -0.000458056 -8.66769e-05
22 0.000607606 -6.21267e-05
24 8.25363e-05 -6.38888e-05
31 -0.00106297 -6.62212e-05
28 -0.000494118 -7.23629e-05
41 -4.83935e-06 -2.95408e-05
42 -7.46988e-05 3.19107e-05
41 -1.8536e-05 3.43013e-05
35 -0.00188536 -4.27998e-06
37 -0.00316571 -5.08002e-05
49 0.000572099 -5.60847e-05
45 0.000882181 -3.36111e-05
44 -0.000233567 -3.81962e-06
31 0.000576847 4.52133e-05
37 -0.000383112 4.79181e-05
31 -0.000933665 5.29542e-05
15 -0.0017294 3.32923e-05
