    1E-3              100.148699E-9     
    1.7378008E-3       54.9537964E-9    
    3.0199517E-3       30.169764E-9     
    5.2480746E-3       16.5727764E-9    
    9.1201083E-3        9.1074210E-9    
   15.8489319E-3        5.0013408E-9    
   27.542287E-3         2.7326261E-9    
   47.8630092E-3        1.4652101E-9    
   83.1763771E-3      744.789296E-12     
  144.543977E-3       341.167851E-12     
  251.188643E-3       143.33769E-12      
  436.515832E-3        64.8290411E-12    
  758.577575E-3        36.1154619E-12    
    1.3182567        24.6479952E-12    
    2.2908676        19.6188046E-12    
    3.9810717        17.5466477E-12    
    6.9183097        17.2240763E-12    
   12.0226443        18.3377546E-12    
   20.8929613        21.0910843E-12    
   36.3078055        26.167866E-12     
   63.0957344        34.8653882E-12    
  109.64782          49.3212361E-12    
  190.546072         72.5655673E-12    
  331.131121        107.095495E-12     
  575.439937        148.005406E-12     
    1E3              170.99461E-12      
    1.7378008E3      150.356166E-12     
    3.0199517E3      104.186227E-12     
    5.2480746E3       63.748183E-12     
    9.1201083E3       37.5293443E-12    
   15.8489319E3       22.2444678E-12    
   27.542287E3        13.6400911E-12    
   47.8630092E3        8.8364327E-12    
   83.1763771E3        6.1283793E-12    
  144.543977E3         4.5180596E-12    
  251.188643E3         3.3753293E-12    
  436.515832E3         2.2972324E-12    
  758.577575E3         1.2539195E-12    
    1.3182567E6      534.600139E-15     
    2.2908676E6      194.775003E-15     
    3.9810717E6       66.251892E-15     
    6.9183097E6       21.9083163E-15    
   12.0226443E6        7.0814818E-15    
   20.8929613E6        2.1873667E-15    
   36.3078055E6      613.485889E-18     
   63.0957344E6      151.93904E-18      
  109.64782E6         38.7677022E-18    
  190.546072E6        14.9658601E-18    
  331.131121E6         9.8735220E-18    
  575.439937E6         6.6508152E-18    
    1E9                1.6395111E-18    
