  0.761063  0.782812  1.242375  1.040938  0.556750  1.019000  0.891062  0.563812  0.803625  0.983625  1.057500  0.681562  1.018750  0.480625  0.274375  0.594875  1.134187  0.916000  0.778687 -0.000312
  0.761000  0.782125  1.242687  1.041062  0.556750  1.019375  0.891125  0.563688  0.804125  0.983688  1.057562  0.682063  1.018750  0.480750  0.274437  0.594437  1.134500  0.916062  0.778750 -0.000312
  0.761063  0.782250  1.242437  1.041250  0.556250  1.019187  0.891125  0.563500  0.804062  0.983187  1.057250  0.681875  1.018375  0.480437  0.274563  0.594688  1.134625  0.916125  0.778437 -0.000250
  0.761312  0.782313  1.242500  1.041500  0.556250  1.019000  0.891062  0.563625  0.803813  0.983625  1.057125  0.681750  1.018312  0.480938  0.274437  0.594938  1.134625  0.915500  0.778625 -0.000312
  0.761500  0.783000  1.242125  1.041062  0.556250  1.018625  0.890875  0.563750  0.803937  0.983125  1.056500  0.681125  1.018000  0.480687  0.274125  0.594875  1.134688  0.915875  0.778437 -0.000250
  0.761063  0.782313  1.242500  1.041312  0.556625  1.018625  0.890750  0.564000  0.804250  0.983500  1.057438  0.681625  1.018687  0.480687  0.274500  0.594750  1.134562  0.916000  0.778625 -0.000125
  0.761125  0.782500  1.242437  1.041312  0.556188  1.018750  0.891000  0.563125  0.804125  0.983500  1.057375  0.681625  1.018438  0.480437  0.274375  0.595062  1.133937  0.915875  0.778375 -0.000063
  0.761063  0.782313  1.242500  1.041062  0.556188  1.018813  0.891125  0.563688  0.804000  0.983625  1.057250  0.682125  1.018250  0.480250  0.274437  0.594688  1.133937  0.915625  0.778375 -0.000438
  0.761250  0.781937  1.242563  1.041375  0.556188  1.018750  0.890938  0.563812  0.803875  0.983187  1.057125  0.681437  1.018125  0.480625  0.274500  0.594875  1.134000  0.915625  0.778625 -0.000562
  0.761063  0.782812  1.242375  1.041188  0.556437  1.018875  0.891125  0.563750  0.803625  0.983000  1.057250  0.681500  1.018438  0.480687  0.274563  0.594688  1.134000  0.915750  0.778562 -0.000188
  0.761000  0.782000  1.242437  1.041625  0.556313  1.019125  0.890875  0.564062  0.803813  0.983375  1.057188  0.681437  1.019250  0.480750  0.274188  0.595000  1.134313  0.916000  0.778500 -0.000125
  0.760938  0.782062  1.242563  1.041125  0.556437  1.018875  0.891125  0.563688  0.803688  0.983437  1.056937  0.681813  1.018625  0.480312  0.274312  0.594813  1.134750  0.915750  0.778500 -0.000312
  0.761250  0.782438  1.242563  1.041500  0.556375  1.018687  0.891187  0.563625  0.803437  0.983375  1.057312  0.681938  1.018625  0.480812  0.274563  0.594500  1.134750  0.915688  0.778437 -0.000312
  0.761000  0.782687  1.242875  1.041875  0.556437  1.018750  0.890938  0.563937  0.802437  0.982437  1.056500  0.681188  1.018375  0.480563  0.274063  0.594312  1.134875  0.915875  0.779188 -0.000312
  0.760750  0.781937  1.242375  1.041750  0.556500  1.018438  0.891375  0.563500  0.803563  0.983625  1.057188  0.681375  1.018312  0.481063  0.274563  0.594750  1.134562  0.915688  0.778375 -0.000438
  0.761000  0.781937  1.242375  1.041750  0.556188  1.019250  0.891250  0.563375  0.803625  0.983813  1.057500  0.681625  1.018250  0.480625  0.274500  0.594562  1.134313  0.915812  0.778562 -0.000250
  0.761312  0.782438  1.242188  1.041750  0.556188  1.018438  0.890938  0.563625  0.803312  0.983563  1.057562  0.681813  1.018000  0.480687  0.274375  0.594500  1.133937  0.915750  0.778250 -0.000312
  0.760750  0.782375  1.242437  1.041625  0.556625  1.018813  0.891125  0.563563  0.803312  0.983437  1.057438  0.681938  1.017938  0.480625  0.274125  0.594813  1.134063  0.915313  0.778875 -0.000312
  0.761063  0.782000  1.242563  1.041500  0.556188  1.018500  0.891062  0.563688  0.802437  0.983125  1.057000  0.681938  1.017938  0.481125  0.274250  0.595000  1.134250  0.915812  0.778313 -0.000125
  0.762062  0.783312  1.242875  1.042375  0.556562  1.018937  0.891750  0.564188  0.801687  0.982437  1.056125  0.680562  1.018687  0.481875  0.275125  0.595500  1.133937  0.915750  0.778500 -0.000250
  0.760938  0.782250  1.242313  1.041563  0.556375  1.018438  0.891187  0.563812  0.802938  0.983437  1.057688  0.681562  1.018125  0.480812  0.274312  0.594875  1.133937  0.915500  0.778562 -0.000125
  0.761000  0.782188  1.242313  1.041750  0.556375  1.018312  0.891062  0.563937  0.802500  0.983500  1.057188  0.681687  1.017688  0.480250  0.274437  0.594250  1.134313  0.915875  0.778188 -0.000312
  0.761187  0.782375  1.242563  1.041438  0.556063  1.018188  0.890938  0.563625  0.802750  0.983375  1.056687  0.681625  1.017375  0.480687  0.274437  0.594688  1.134500  0.916000  0.778375 -0.000500
  0.761312  0.782438  1.242375  1.041625  0.556687  1.018438  0.890813  0.563812  0.802625  0.983500  1.057063  0.681500  1.017563  0.480563  0.274125  0.594813  1.135125  0.915500  0.778500 -0.000312
