# ./gran10x10x4/prob125000.txt
         0 0.00809717
0.000169147  0.0195682
0.000169147  0.0301957
0.000507442  0.0418354
0.00067659  0.0504386
0.00186062  0.0595479
0.00219892  0.0710189
0.00219892  0.0816464
0.00270636  0.0889001
0.00287551   0.100034
0.00287551   0.109143
0.00287551   0.121964
 0.0032138    0.12888
0.00389039   0.137821
0.00405954   0.142375
0.00473613   0.150641
0.00490528    0.15722
0.00558187   0.165655
0.00592016   0.173583
0.00592016   0.180162
0.00625846    0.18691
 0.0064276   0.195007
 0.0064276   0.202429
 0.0064276   0.207321
 0.0067659    0.21137
0.00693505   0.217443
0.00693505   0.223347
0.00693505   0.230769
0.00744249   0.238529
0.00761164   0.243421
0.00828823   0.247976
0.00828823   0.253036
0.00828823   0.256916
0.00896482   0.261471
0.00896482   0.266194
0.00896482   0.270074
0.00930311   0.275304
0.00947226   0.280027
0.00947226   0.285088
 0.0104871    0.28863
 0.0106563   0.292848
 0.0108254   0.296221
 0.0111637   0.301282
  0.011502   0.305331
 0.0118403   0.309211
 0.0120095   0.313596
 0.0120095   0.316802
 0.0125169   0.323212
 0.0125169   0.326923
 0.0126861    0.33114
 0.0130244   0.334177
 0.0133627   0.337045
 0.0133627   0.340081
 0.0133627    0.34413
 0.0137009   0.348684
 0.0137009   0.353408
 0.0140392   0.356444
 0.0140392    0.35948
 0.0142084   0.361673
 0.0142084   0.365047
 0.0145467   0.369096
  0.014885   0.372301
  0.014885   0.375843
 0.0152233   0.379217
 0.0158999   0.383266
 0.0165765   0.385121
 0.0165765   0.386977
 0.0167456   0.390688
 0.0169147   0.394062
  0.017253   0.396761
  0.017253   0.398954
 0.0174222   0.404015
 0.0175913   0.406545
 0.0175913   0.409919
 0.0177605   0.412787
 0.0177605   0.416161
 0.0177605    0.41886
 0.0177605    0.42139
 0.0180988   0.425945
 0.0180988   0.427969
 0.0180988   0.431343
 0.0182679   0.435054
 0.0184371   0.436235
 0.0192828   0.439946
 0.0196211   0.442814
 0.0196211   0.444332
 0.0201286   0.446356
 0.0201286   0.447537
 0.0202977   0.449224
 0.0204668   0.453441
 0.0208051   0.455466
 0.0209743   0.456984
 0.0213126   0.457827
 0.0214817   0.459008
 0.0214817   0.461876
 0.0216509   0.465081
   0.02182   0.466937
 0.0221583   0.468455
